Date,index_level
03/12/2020,93.78859160869429
04/12/2020,93.56357459427304
07/12/2020,93.76338897384979
08/12/2020,93.85206187155894
09/12/2020,93.8725154196162
10/12/2020,93.68868676090361
11/12/2020,93.93409844878657
14/12/2020,94.26160570339336
15/12/2020,94.83752066956933
16/12/2020,94.75133942955549
17/12/2020,94.66490041897572
18/12/2020,94.3688722738193
21/12/2020,94.59708183815165
22/12/2020,94.70032445055512
23/12/2020,94.02384124696707
24/12/2020,94.28060481376008
25/12/2020,94.49328093511673
28/12/2020,94.24823469021385
29/12/2020,93.49672819563857
30/12/2020,93.86382400025605
31/12/2020,94.02496592450971
